breed,breed_size,sex,age,weight_lbs,spay_neuter_status,daily_activity_level,diet,food_brand,daily_walk_distance_miles,other_pets_in_household,medications,seizures,hours_of_sleep,play_time_hrs,owner_activity_level,annual_vet_visits,average_temperature_f,healthy
Great Dane,Large,Female,12,42,Spayed,Moderate,Special diet,Hill's Science,2,No,Yes,No,10,1,Very Active,1,75,Yes
Dachshund,Small,Female,4,46,Spayed,Active,Special diet,Royal Canin,4,Yes,No,No,12,3,Active,1,62,Yes
German Shepherd,Large,Female,3,59,Neutered,Low,Home cooked,Special,2,No,Yes,No,10,1,None,0,86,Yes
Dachshund,Small,Female,5,59,None,Very Active,Home cooked,Special,7,No,Yes,No,13,2,Moderate,1,67,Yes
Chihuahua,Small,Female,12,67,Spayed,Active,Home cooked,Special,3,Yes,No,No,11,0,None,2,66,Yes
Poodle,Small,Female,13,70,Spayed,Low,Hard food,Blue Buffalo,2,No,Yes,No,10,2,Moderate,1,80,No
Doberman,Large,Female,8,40,None,Active,Hard food,Nutro,1,No,Yes,No,13,1,Low,0,87,No
Rottweiler,Large,Male,1,53,None,Moderate,Wet food,Pedigree,5,Yes,No,No,8,1,Low,0,86,No
Australian Shepherd,Medium,Male,6,55,Spayed,Active,Hard food,Wellness,1,No,No,No,12,3,None,0,58,Yes
Bulldog,Medium,Female,10,46,Neutered,None,Hard food,Hill's Science,6,Yes,No,No,11,1,Active,0,77,No
Labrador Retriever,Large,Male,5,55,Neutered,Active,Hard food,Wellness,0,Yes,No,No,11,2,Active,2,44,Yes
Great Dane,Large,Male,2,55,Neutered,Moderate,Special diet,Wellness,0,No,No,No,13,0,Low,1,65,Yes
Bulldog,Medium,Male,10,67,None,Very Active,Special diet,Royal Canin,1,Yes,Yes,No,11,3,Very Active,1,53,Yes
Poodle,Small,Male,1,45,Spayed,Moderate,Hard food,Hill's Science,3,Yes,Yes,No,11,4,Active,2,82,No
Dachshund,Small,Female,8,64,Spayed,Low,Wet food,Royal Canin,1,Yes,No,No,11,1,Low,1,57,Yes
Poodle,Small,Female,3,58,Neutered,Low,Special diet,Hill's Science,3,No,Yes,No,13,2,Low,3,73,Yes
Labrador Retriever,Large,Male,12,56,Neutered,None,Special diet,Iams,1,Yes,Yes,No,14,2,Very Active,4,62,Yes
Beagle,Small,Female,13,42,Neutered,Low,Wet food,Blue Buffalo,5,Yes,No,No,12,2,Active,2,59,Yes
Beagle,Small,Male,1,54,Spayed,Very Active,Wet food,Wellness,2,No,Yes,No,10,1,Moderate,2,59,Yes
Chihuahua,Small,Male,11,59,None,None,Special diet,Pedigree,6,No,Yes,No,13,2,Very Active,0,53,No
Dachshund,Small,Female,10,53,Neutered,Moderate,Hard food,Wellness,5,No,Yes,No,10,1,Very Active,1,44,No
Dachshund,Small,Male,13,23,None,Active,Home cooked,Special,2,Yes,No,No,11,2,Moderate,2,62,Yes
Yorkshire Terrier,Small,Female,8,33,Neutered,Very Active,Home cooked,Special,4,No,Yes,No,13,1,Low,2,30,Yes
Great Dane,Large,Female,4,48,None,None,Special diet,Wellness,1,Yes,Yes,No,12,2,Active,1,49,Yes
Dachshund,Small,Female,13,71,Neutered,Active,Special diet,Royal Canin,3,No,Yes,No,11,2,Very Active,1,74,Yes
Poodle,Small,Female,1,32,Spayed,Moderate,Hard food,Purina,3,Yes,Yes,No,11,1,Very Active,2,79,No
German Shepherd,Large,Female,6,63,Neutered,Low,Home cooked,Special,2,Yes,No,No,10,2,Low,1,58,Yes
Siberian Husky,Medium,Male,1,36,None,Very Active,Special diet,Iams,1,No,No,No,13,1,Very Active,2,64.6,Yes
Beagle,Small,Female,6,37,None,Very Active,Hard food,Pedigree,4,Yes,Yes,No,13,3,Very Active,0,68.4,No
Siberian Husky,Medium,Male,1,54,Spayed,Low,Hard food,Iams,2,No,No,No,12,3,None,1,72,Yes
German Shepherd,Large,Male,13,55,None,Active,Home cooked,Special,2,No,Yes,No,14,2,Very Active,1,71,Yes
Bulldog,Medium,Female,7,56,Neutered,Moderate,Home cooked,Special,4,No,Yes,No,10,1,Active,2,55,Yes
Poodle,Small,Female,9,47,Spayed,None,Home cooked,Special,3,No,No,No,12,2,Moderate,0,61,Yes
Beagle,Small,Male,3,76,Spayed,Low,Wet food,Iams,2,No,No,No,12,0,Low,0,40,Yes
Beagle,Small,Male,13,44,None,None,Home cooked,Special,2,No,No,Yes,11,0,None,2,72,No
Chihuahua,Small,Male,4,65,None,None,Home cooked,Special,4,Yes,Yes,No,11,1,Low,3,39,Yes
Great Dane,Large,Male,6,36,Neutered,Active,Home cooked,Special,1,No,Yes,No,10,0,Active,2,77,Yes
Boxer,Medium,Male,5,59,None,Moderate,Home cooked,Special,4,Yes,Yes,No,13,1,None,1,66,Yes
Beagle,Small,Male,10,50,Spayed,Low,Wet food,Pedigree,5,No,Yes,No,10,1,Active,1,64,No
Yorkshire Terrier,Small,Female,1,25,Neutered,Low,Special diet,Hill's Science,1,No,Yes,No,10,2,Active,4,70,Yes
Doberman,Large,Male,1,34,Spayed,None,Wet food,Royal Canin,5,Yes,No,No,9,2,Active,1,67,Yes
Labrador Retriever,Large,Female,10,51,Spayed,Very Active,Wet food,Purina,2,No,Yes,No,10,1,Low,3,58,Yes
Golden Retriever,Large,Male,7,62,Spayed,None,Home cooked,Special,5,No,No,No,11,2,None,0,53,Yes
Boxer,Medium,Female,3,54,Spayed,Low,Wet food,Nutro,2,No,Yes,No,10,1,Active,1,38,Yes
Siberian Husky,Medium,Male,6,52,Spayed,Low,Home cooked,Special,3,No,Yes,No,11,1,Very Active,2,65,Yes
Golden Retriever,Large,Male,2,61,None,Active,Special diet,Royal Canin,6,Yes,No,No,11,1,Low,2,68,Yes
Yorkshire Terrier,Small,Female,2,67,Neutered,None,Hard food,Hill's Science,2,Yes,Yes,No,10,0,Low,0,42,No
Poodle,Small,Male,11,38,Neutered,Active,Home cooked,Special,4,Yes,No,No,12,1,Low,2,65,Yes
Rottweiler,Large,Male,2,71,Neutered,None,Wet food,Royal Canin,2,Yes,Yes,No,10,0,Active,3,64.6,Yes
Dachshund,Small,Male,5,72,None,Low,Wet food,Pedigree,2,No,No,No,12,2,Moderate,2,55,Yes
Beagle,Small,Male,10,65,None,Active,Special diet,Purina,2,No,Yes,No,9,1,Active,0,60,No
Siberian Husky,Medium,Male,3,75,Spayed,Moderate,Special diet,Royal Canin,4,No,Yes,No,8,0,Low,1,71,Yes
German Shepherd,Large,Female,7,35,None,Very Active,Special diet,Wellness,4,No,No,No,13,1,Very Active,1,67,Yes
Australian Shepherd,Medium,Female,5,49,Neutered,Low,Home cooked,Special,5,No,Yes,No,8,0,Active,3,56,Yes
Australian Shepherd,Medium,Male,1,60,None,Moderate,Special diet,Pedigree,5,No,Yes,No,10,1,Moderate,2,86,No
Rottweiler,Large,Female,2,58,Neutered,Very Active,Wet food,Wellness,2,No,Yes,No,12,1,Moderate,1,96,Yes
Doberman,Large,Male,10,32,Spayed,None,Home cooked,Special,4,Yes,Yes,No,12,1,Very Active,1,63,Yes
Yorkshire Terrier,Small,Male,12,37,Neutered,Very Active,Special diet,Nutro,2,No,Yes,No,12,2,Active,4,66,Yes
Australian Shepherd,Medium,Male,13,54.4,Spayed,None,Wet food,Nutro,5,Yes,No,No,12,1,Active,1,63,Yes
Rottweiler,Large,Female,9,63,None,Moderate,Hard food,Iams,2,Yes,No,No,10,0,None,1,64,No
Boxer,Medium,Female,10,50,None,None,Wet food,Hill's Science,4,No,No,No,10,1,Very Active,4,77,No
Beagle,Small,Female,13,64,Spayed,Active,Hard food,Blue Buffalo,2,Yes,No,No,11,2,Very Active,4,69,Yes
Labrador Retriever,Large,Female,9,56,Spayed,None,Home cooked,Special,4,Yes,No,No,10,2,None,0,80,Yes
Yorkshire Terrier,Small,Male,2,38,Neutered,None,Wet food,Pedigree,2,No,No,No,12,2,Low,1,80,Yes
Siberian Husky,Medium,Male,11,36,None,None,Wet food,Blue Buffalo,2,Yes,No,No,9,0,None,2,80,No
Labrador Retriever,Large,Male,12,69,Neutered,Active,Home cooked,Special,4,Yes,Yes,No,12,1,Moderate,2,48,Yes
Golden Retriever,Large,Male,9,63,None,Active,Hard food,Hill's Science,3,No,No,No,10,1,None,3,48,Yes
Rottweiler,Large,Female,10,52.2,None,Low,Wet food,Purina,3,Yes,No,No,9,2,None,2,39,No
Siberian Husky,Medium,Female,5,67,Spayed,Low,Hard food,Purina,2,Yes,No,No,11,0,Very Active,2,62,Yes
Golden Retriever,Large,Male,2,37,None,Very Active,Special diet,Pedigree,3,No,No,No,11,4,None,3,51,Yes
German Shepherd,Large,Female,8,28,Neutered,Very Active,Special diet,Nutro,0,Yes,No,No,13,0,Low,1,36,Yes
Yorkshire Terrier,Small,Male,3,59,None,Very Active,Special diet,Iams,2,Yes,Yes,No,10,2,None,1,96,Yes
Australian Shepherd,Medium,Female,4,51,Neutered,None,Hard food,Pedigree,2,No,No,No,10,1,Very Active,4,67,Yes
Doberman,Large,Female,12,51,None,None,Special diet,Royal Canin,3,No,Yes,No,10,2,None,4,68,No
Doberman,Large,Male,2,19,None,Active,Special diet,Iams,5,Yes,No,No,12,2,Very Active,0,64,Yes
Doberman,Large,Female,3,38,Spayed,Moderate,Special diet,Blue Buffalo,3,No,No,No,12,1,Very Active,0,53,Yes
Australian Shepherd,Medium,Male,10,47,Neutered,Very Active,Home cooked,Special,2,Yes,No,No,12,2,None,3,81,Yes
German Shepherd,Large,Female,2,65,Spayed,None,Hard food,Iams,4,No,No,No,11,3,Moderate,0,73,Yes
Labrador Retriever,Large,Male,2,57,Spayed,Moderate,Hard food,Purina,1,No,No,No,11,1,Active,2,70,Yes
Golden Retriever,Large,Male,4,54,Neutered,None,Wet food,Blue Buffalo,2,No,No,No,10,3,Active,1,89,Yes
Yorkshire Terrier,Small,Male,8,83,Neutered,Active,Special diet,Purina,5,No,No,No,10,3,Low,0,67,Yes
Great Dane,Large,Female,11,64,Neutered,Low,Special diet,Pedigree,3,No,Yes,No,12,2,Moderate,2,67,Yes
Great Dane,Large,Female,1,56,Neutered,Moderate,Wet food,Iams,6,No,No,No,11,3,Low,1,38,Yes
Yorkshire Terrier,Small,Female,8,49,Spayed,Moderate,Wet food,Pedigree,1,No,Yes,No,11,2,Active,4,65,Yes
Bulldog,Medium,Female,13,55,Spayed,Very Active,Wet food,Purina,3,No,Yes,No,11,1,Moderate,0,68,No
Poodle,Small,Male,12,65,Spayed,Active,Wet food,Blue Buffalo,6,Yes,Yes,No,10,0,Active,1,54,Yes
Yorkshire Terrier,Small,Male,2,49,Spayed,Moderate,Special diet,Purina,2,No,Yes,No,11,1,Very Active,3,67,Yes
Yorkshire Terrier,Small,Female,4,52,None,Very Active,Wet food,Iams,1,Yes,Yes,No,9,2,Active,2,44,Yes
Poodle,Small,Female,11,72,Neutered,Very Active,Home cooked,Special,5,Yes,No,No,11,3,Moderate,2,77,Yes
Golden Retriever,Large,Male,5,52,Neutered,Active,Special diet,Wellness,1,Yes,No,No,11,3,Low,3,73,Yes
German Shepherd,Large,Male,5,56,Neutered,Moderate,Hard food,Iams,4,Yes,No,No,10,0,Active,3,46,Yes
Dachshund,Small,Female,7,60,Spayed,Active,Wet food,Pedigree,3,No,Yes,No,13,1,Active,2,45,Yes
Bulldog,Medium,Female,9,43,Neutered,Very Active,Home cooked,Special,5,No,No,No,11,2,Low,1,74,Yes
Doberman,Large,Female,9,42,None,Active,Home cooked,Special,1,No,Yes,No,9,1,Low,3,76,Yes
Labrador Retriever,Large,Male,10,64,Neutered,None,Home cooked,Special,3,No,No,No,13,1,Moderate,0,57.6,Yes
Doberman,Large,Male,1,45,None,Low,Wet food,Purina,2,Yes,Yes,No,10,3,Very Active,2,85,No
Doberman,Large,Male,8,38,Spayed,Low,Hard food,Nutro,2,No,Yes,No,11,3,Very Active,3,44,Yes
Australian Shepherd,Medium,Male,7,75,Spayed,Very Active,Hard food,Pedigree,0,No,Yes,No,13,2,Low,0,52,Yes
Golden Retriever,Large,Female,13,44,None,Active,Home cooked,Special,3,No,No,No,11,0,Moderate,1,53.2,Yes
Bulldog,Medium,Male,9,67,None,Very Active,Special diet,Pedigree,1,Yes,No,No,12,2,None,1,38,Yes
Beagle,Small,Female,13,34,None,None,Hard food,Blue Buffalo,1,Yes,Yes,No,9,0,Moderate,0,48,No
Beagle,Small,Female,10,37,Neutered,Very Active,Wet food,Blue Buffalo,2,Yes,No,No,12,1,None,3,82,Yes
Golden Retriever,Large,Male,12,61,Neutered,Low,Special diet,Hill's Science,4,No,No,No,10,2,None,1,57,Yes
Yorkshire Terrier,Small,Male,2,36,Spayed,Low,Special diet,Hill's Science,4,No,Yes,No,14,2,Low,2,61,Yes
Beagle,Small,Female,9,41,None,Low,Special diet,Iams,2,Yes,No,No,9,3,None,3,79,Yes
Rottweiler,Large,Male,12,39,None,Very Active,Wet food,Blue Buffalo,5,Yes,Yes,No,11,3,None,1,57,No
Yorkshire Terrier,Small,Female,1,59,Spayed,Active,Home cooked,Special,3,No,Yes,No,10,2,None,1,34,Yes
Boxer,Medium,Female,2,53,None,None,Wet food,Iams,1,No,No,No,8,0,Low,1,55,Yes
Boxer,Medium,Female,11,62,Neutered,Low,Home cooked,Special,6,Yes,Yes,No,10,2,Moderate,2,66,Yes
Rottweiler,Large,Female,13,74,Neutered,Low,Home cooked,Special,1,No,No,No,12,4,None,1,74,Yes
Beagle,Small,Female,11,76,None,Active,Home cooked,Special,3,No,No,No,12,0,None,0,72,Yes
Labrador Retriever,Large,Female,9,49,Spayed,Active,Wet food,Iams,2,No,Yes,No,10,2,Low,0,69,No
Doberman,Large,Female,4,38,Neutered,Active,Special diet,Nutro,2,Yes,No,No,12,1,Active,0,74,Yes
Rottweiler,Large,Female,5,42,Neutered,Moderate,Hard food,Wellness,2,Yes,Yes,No,11,1,Active,1,36,Yes
Chihuahua,Small,Male,8,41,Neutered,Low,Hard food,Royal Canin,4,Yes,Yes,Yes,11,3,Active,0,94,No
Labrador Retriever,Large,Female,1,50,Spayed,Active,Hard food,Wellness,6,Yes,Yes,No,9,3,Low,1,73,Yes
Australian Shepherd,Medium,Female,10,36,Spayed,Low,Hard food,Royal Canin,0,Yes,No,No,13,2,Moderate,2,69,Yes
Rottweiler,Large,Male,7,35,Spayed,Moderate,Home cooked,Special,3,No,No,No,10,2,Moderate,3,72,Yes
Boxer,Medium,Female,6,50,Spayed,Low,Home cooked,Special,4,Yes,Yes,No,13,1,None,1,50,Yes
Chihuahua,Small,Male,8,51,Spayed,Low,Special diet,Purina,3,No,No,No,12,2,Moderate,0,65,Yes
Chihuahua,Small,Female,6,62,Neutered,Active,Wet food,Wellness,1,No,No,No,9,1,Low,2,93,Yes
Beagle,Small,Male,13,34,Spayed,Low,Hard food,Nutro,1,Yes,No,No,11,0,Very Active,1,94,No
Siberian Husky,Medium,Female,5,53,None,Low,Home cooked,Special,5,No,Yes,No,12,2,Very Active,0,63,No
Rottweiler,Large,Female,7,40,None,None,Wet food,Blue Buffalo,0,No,No,No,12,1,Moderate,0,71,No
Poodle,Small,Female,9,55,Neutered,Low,Home cooked,Special,3,Yes,No,Yes,12,2,Very Active,0,60,No
Australian Shepherd,Medium,Male,11,49,Spayed,Active,Hard food,Hill's Science,3,No,Yes,No,8,3,Active,1,57,Yes
Dachshund,Small,Female,7,16,None,Moderate,Home cooked,Special,5,No,No,No,11,3,None,2,95,Yes
Poodle,Small,Female,11,66,None,Low,Hard food,Purina,0,Yes,Yes,No,13,2,Very Active,0,66,No
Boxer,Medium,Male,10,64,Neutered,Low,Wet food,Nutro,4,Yes,Yes,No,14,2,None,0,53,No
Great Dane,Large,Male,9,64,Neutered,None,Home cooked,Special,2,No,Yes,No,13,3,Low,2,48,Yes
Great Dane,Large,Male,1,54,None,Very Active,Special diet,Purina,3,Yes,No,No,10,2,None,0,55,Yes
German Shepherd,Large,Female,5,68,None,None,Wet food,Iams,1,Yes,No,No,11,1,Moderate,0,60,No
Siberian Husky,Medium,Male,6,62,Neutered,Low,Special diet,Wellness,4,Yes,Yes,No,14,0,Very Active,1,60,Yes
Yorkshire Terrier,Small,Female,3,37,Spayed,Active,Special diet,Hill's Science,2,No,Yes,No,9,1,Low,2,76,Yes
Boxer,Medium,Female,6,74,None,None,Home cooked,Special,3,Yes,Yes,No,10,1,None,3,68,Yes
Yorkshire Terrier,Small,Female,9,64,Neutered,Moderate,Special diet,Iams,3,Yes,No,No,12,1,Low,1,81,Yes
Dachshund,Small,Male,5,58,None,Moderate,Wet food,Purina,3,No,Yes,No,10,2,Very Active,1,64,No
Labrador Retriever,Large,Male,6,52,Spayed,Moderate,Special diet,Royal Canin,3,No,Yes,No,11,1,Moderate,3,63,Yes
Rottweiler,Large,Male,5,70,None,Moderate,Home cooked,Special,4,No,Yes,No,12,2,Moderate,4,55,Yes
Great Dane,Large,Male,8,31,Neutered,Moderate,Hard food,Nutro,3,No,No,Yes,11,1,Very Active,1,43,Yes
Boxer,Medium,Male,12,40,Spayed,Low,Special diet,Iams,1,No,No,No,10,1,Active,4,52,Yes
Australian Shepherd,Medium,Male,10,15,Neutered,Very Active,Hard food,Blue Buffalo,1,No,Yes,No,13,2,Very Active,1,75,No
Poodle,Small,Male,5,27,None,Very Active,Wet food,Nutro,1,Yes,No,No,10,3,Moderate,0,56,Yes
German Shepherd,Large,Male,3,47,None,None,Hard food,Blue Buffalo,5,No,No,No,11,2,Moderate,3,70,Yes
Doberman,Large,Male,2,47,None,Moderate,Home cooked,Special,4,Yes,Yes,No,11,0,Active,3,44,Yes
Yorkshire Terrier,Small,Female,9,46,Neutered,Moderate,Home cooked,Special,4,Yes,Yes,Yes,13,1,None,1,56,No
Poodle,Small,Male,5,27,Spayed,Very Active,Wet food,Wellness,2,Yes,No,No,12,0,Very Active,1,55,Yes
Poodle,Small,Female,3,55,Neutered,Very Active,Wet food,Nutro,2,Yes,No,No,12,2,Moderate,1,55,Yes
Poodle,Small,Male,5,61,Spayed,Moderate,Home cooked,Special,2,Yes,No,No,11,1,Very Active,1,56,Yes
Bulldog,Medium,Male,4,68,Spayed,Low,Special diet,Blue Buffalo,4,Yes,No,No,10,3,Moderate,1,68,Yes
Labrador Retriever,Large,Male,11,61,Neutered,Active,Special diet,Iams,0,No,No,No,10,1,Moderate,1,94,Yes
Doberman,Large,Female,9.6,74,None,Moderate,Hard food,Nutro,3,No,No,No,11,3,Very Active,0,67,No
Great Dane,Large,Female,11,69,None,Low,Home cooked,Special,0,No,Yes,No,11,2,Active,1,66,No
Dachshund,Small,Female,12,56,None,Very Active,Hard food,Blue Buffalo,4,Yes,Yes,No,11,2,Very Active,0,89,No
Boxer,Medium,Male,11,58,Neutered,Active,Hard food,Royal Canin,1,No,No,No,11,2,Low,2,47,Yes
Beagle,Small,Male,13,18,Neutered,Very Active,Home cooked,Special,3,Yes,No,No,11,0,Moderate,1,61,Yes
Yorkshire Terrier,Small,Female,1,47,None,Moderate,Home cooked,Special,4,Yes,No,No,11,0,Moderate,0,93,Yes
Dachshund,Small,Female,13,77,None,Active,Hard food,Wellness,3,Yes,No,No,11,2,Low,2,95,Yes
German Shepherd,Large,Female,8,70,Neutered,Active,Hard food,Wellness,4,Yes,No,No,11,1,Low,3,57,Yes
Dachshund,Small,Male,8,15,Spayed,None,Wet food,Pedigree,0,No,Yes,No,11,1,None,1,72,No
Rottweiler,Large,Male,7,44,Spayed,None,Hard food,Wellness,2,No,Yes,No,9,1,Moderate,3,63,Yes
Bulldog,Small,Male,1,32,Spayed,Moderate,Special diet,Nutro,2,Yes,No,No,12,0,None,1,51,Yes
Golden Retriever,Large,Female,7,54,None,Low,Home cooked,Special,2,Yes,No,No,11,2,None,1,57,Yes
Dachshund,Small,Female,1,61,None,Moderate,Hard food,Wellness,3,No,No,No,9,0,None,2,57,No
Beagle,Small,Female,7,80,Spayed,Moderate,Home cooked,Special,4,No,Yes,No,10,1,Very Active,1,58,Yes
Great Dane,Large,Female,7,40,None,Moderate,Hard food,Royal Canin,3,Yes,Yes,No,10,1,Active,0,89,No
Chihuahua,Small,Male,5,47,None,None,Home cooked,Special,3,Yes,Yes,No,11,2,Moderate,0,72,No
Australian Shepherd,Medium,Male,7,29,None,Active,Special diet,Pedigree,2,No,No,No,11,4,Low,2,75,Yes
Beagle,Small,Male,13,51,None,None,Hard food,Purina,1,No,Yes,No,10,3,Low,2,69,No
Great Dane,Large,Male,10,24,Neutered,None,Hard food,Iams,2,No,Yes,No,11,0,Very Active,4,69,No
Dachshund,Small,Female,2,61,Spayed,Low,Wet food,Hill's Science,1,No,No,No,11,2,Active,1,47,Yes
Beagle,Small,Female,13,57,Spayed,Active,Home cooked,Special,1,Yes,Yes,No,12,1,None,1,53.2,Yes
Yorkshire Terrier,Small,Male,6,75,None,Low,Hard food,Hill's Science,2,Yes,Yes,No,12,0,None,1,74,Yes
Dachshund,Small,Male,9,50,None,None,Wet food,Wellness,2,No,No,No,12,1,Low,3,100,No
Chihuahua,Small,Female,5,33,Neutered,None,Special diet,Hill's Science,2,No,Yes,No,10,3,Low,1,52,Yes
Labrador Retriever,Large,Female,8,19,Neutered,Very Active,Wet food,Hill's Science,3,Yes,Yes,No,10,1,Moderate,3,70,Yes
Boxer,Medium,Female,4,69,Neutered,Low,Hard food,Purina,2,Yes,Yes,No,12,1,Low,0,54,No
Yorkshire Terrier,Small,Male,9,33,None,Very Active,Home cooked,Special,6,No,Yes,No,10,1,Moderate,1,72,Yes
Doberman,Large,Female,11,80,Neutered,Very Active,Special diet,Purina,4,No,No,No,12,0,Very Active,1,70,Yes
Chihuahua,Small,Female,8,61,Neutered,Moderate,Wet food,Wellness,5,Yes,No,No,11,1,Very Active,4,54,Yes
Golden Retriever,Large,Male,13,43,Spayed,Moderate,Home cooked,Special,1,No,No,No,10,1,Moderate,0,88,Yes
Labrador Retriever,Large,Male,1,47,None,None,Home cooked,Special,3,No,Yes,No,11,2,Active,3,100,No
Yorkshire Terrier,Small,Male,13,58,None,Very Active,Special diet,Wellness,0,Yes,No,No,11,3,Active,0,80,Yes
Dachshund,Small,Female,7,53,Neutered,None,Hard food,Nutro,2,Yes,No,No,11,4,Low,1,66,Yes
Yorkshire Terrier,Small,Female,5,69,Spayed,Moderate,Wet food,Royal Canin,2,Yes,No,No,13,4,Low,1,87,Yes
Boxer,Medium,Female,13,56.8,None,Moderate,Home cooked,Special,2,Yes,No,Yes,9,1,Active,4,84,No
Siberian Husky,Medium,Female,4,58,Neutered,Low,Hard food,Blue Buffalo,3,Yes,Yes,Yes,10,2,None,0,66,No
Australian Shepherd,Medium,Female,9,61,None,Moderate,Hard food,Royal Canin,3,No,No,Yes,10,2,None,4,54,No
German Shepherd,Large,Female,9,53,Neutered,Very Active,Special diet,Royal Canin,2,No,No,No,11,2,None,0,90,Yes
Great Dane,Large,Female,13,53,Spayed,None,Home cooked,Special,3,Yes,Yes,No,13,1,Very Active,3,74,Yes
Australian Shepherd,Medium,Female,10,69,Spayed,Active,Home cooked,Special,4,No,Yes,No,11,2,Very Active,1,58,Yes
Yorkshire Terrier,Small,Female,10,43,Spayed,None,Hard food,Nutro,3,Yes,No,No,11,3,None,2,63,Yes
Dachshund,Small,Female,9,60,None,Moderate,Home cooked,Special,3,No,No,No,9,2,Very Active,4,80,Yes
Great Dane,Large,Male,5,54,None,Active,Home cooked,Special,0,No,Yes,No,11,1,Moderate,0,71,Yes
Golden Retriever,Large,Male,11,51,Spayed,None,Special diet,Purina,6,No,No,No,11,3,Moderate,2,76,Yes
Bulldog,Medium,Female,4,67,None,Very Active,Home cooked,Special,4,Yes,No,No,11,1,Very Active,2,56,Yes
Boxer,Medium,Male,10,56.8,Spayed,Active,Wet food,Purina,3,Yes,No,No,9,1,Low,3,57,Yes
Beagle,Small,Male,3,53,None,Low,Hard food,Blue Buffalo,1,No,Yes,No,12,0,Active,0,66,No
Rottweiler,Large,Female,1,60,Neutered,Active,Wet food,Pedigree,2,No,Yes,No,11,2,None,0,56,No
Siberian Husky,Medium,Female,3,68,None,Low,Special diet,Blue Buffalo,2,No,Yes,No,11,1,None,2,88,Yes
Siberian Husky,Medium,Male,12,61,Spayed,Very Active,Wet food,Royal Canin,5,No,Yes,No,12,3,Very Active,1,85,Yes
Labrador Retriever,Large,Male,9,39,Neutered,Low,Home cooked,Special,5,No,No,No,12,2,Very Active,1,67,Yes
Doberman,Large,Male,7.2,45,Spayed,Very Active,Hard food,Wellness,1,No,No,No,11,1,None,0,82,Yes
German Shepherd,Large,Female,9,31,Spayed,Active,Wet food,Hill's Science,3,Yes,Yes,No,11,2,None,0,45,No
Great Dane,Large,Female,4,39,Neutered,Moderate,Hard food,Pedigree,5,No,No,No,11,1,Active,2,66,Yes
German Shepherd,Large,Female,11,66,Neutered,Low,Special diet,Iams,2,Yes,Yes,No,11,2,Very Active,1,81,Yes
German Shepherd,Large,Male,2,49,Spayed,Low,Wet food,Purina,2,No,No,No,11,2,Low,1,74,Yes
Poodle,Small,Male,1,62,Neutered,Active,Home cooked,Special,3,No,No,No,11,2,None,1,79,Yes
German Shepherd,Large,Male,4,37,Spayed,Very Active,Wet food,Nutro,2,No,No,No,11,1,Moderate,0,71.8,Yes
Labrador Retriever,Large,Female,9,53,Spayed,Very Active,Wet food,Wellness,3,No,Yes,No,13,2,Low,2,65,Yes
Yorkshire Terrier,Small,Male,4,36,Neutered,Very Active,Hard food,Iams,1,Yes,Yes,No,10,3,Very Active,1,90,Yes
Boxer,Medium,Male,9,46,Spayed,Moderate,Special diet,Pedigree,1,No,Yes,No,10,1,Moderate,2,45,Yes
Bulldog,Medium,Female,9,48,Spayed,Low,Wet food,Purina,2,Yes,Yes,No,11,1,Low,1,44,No
Chihuahua,Small,Male,9,61,Neutered,Low,Home cooked,Special,2,Yes,No,No,11,3,Very Active,3,72,Yes
Bulldog,Medium,Male,12,55,Spayed,Moderate,Special diet,Purina,3,No,Yes,No,10,2,Very Active,2,62,Yes
Rottweiler,Large,Male,9,26,Spayed,Low,Special diet,Pedigree,4,No,Yes,No,13,1,Moderate,3,32,Yes
Siberian Husky,Medium,Male,11,62,None,Active,Home cooked,Special,2,No,No,No,10,2,None,1,86,Yes
Dachshund,Small,Female,5,34,None,Low,Hard food,Iams,5,No,Yes,No,11,2,Low,0,72,No
Golden Retriever,Large,Female,7,68,None,Low,Home cooked,Special,1,No,No,No,14,2,Active,0,87,Yes
Yorkshire Terrier,Small,Male,10,51,None,Active,Home cooked,Special,4,No,No,No,10,2,None,3,64,Yes
Boxer,Medium,Female,7,62.2,Neutered,Low,Home cooked,Special,2,Yes,No,No,13,0,Active,1,95,Yes
Siberian Husky,Medium,Female,1,31,None,Active,Home cooked,Special,3,No,Yes,No,13,3,Very Active,2,58,Yes
Doberman,Large,Male,4,62,Spayed,Active,Home cooked,Special,1,No,Yes,No,10,2,Active,1,56,Yes
Great Dane,Large,Female,13,37,None,Very Active,Special diet,Iams,2,Yes,No,No,11,1,Very Active,1,52,Yes
Great Dane,Large,Male,11,68,Neutered,Moderate,Wet food,Purina,4,Yes,Yes,No,14,0,Active,1,43,No
Beagle,Small,Female,2,70,Neutered,Active,Home cooked,Special,3,No,Yes,No,11,1,Active,0,72,Yes
Great Dane,Large,Female,9,54,Neutered,Moderate,Wet food,Royal Canin,2,No,Yes,No,10,2,Low,2,56,No
Beagle,Small,Male,4,43,Neutered,Moderate,Home cooked,Special,3,Yes,Yes,No,11,2,Moderate,1,65,Yes
Yorkshire Terrier,Small,Female,12,64,Spayed,Moderate,Special diet,Pedigree,5,Yes,No,No,11,0,Moderate,0,75,Yes
Yorkshire Terrier,Small,Female,3,69,None,Low,Home cooked,Special,0,No,No,No,10,2,None,1,61,Yes
